Clone	Main Source	Growth Condition	Well	Harmonic Mean	Growth Cond. Classification
RS3PM1A	Carbon	L-Cysteate, 0.3%	E11	0.2210487032	Class D
RS3PM1A	Carbon	Adenosine, 0.2%	E12	0.8721230038	Class A
RS3PM1A	Carbon	Xylitol, 0.3%	F1	0.2618505759	Class D
RS3PM1A	Carbon	L-Glutamine, 0.3%	F2	0.4252579476	Class C
RS3PM1A	Carbon	L-Rhamnose, 0.3%	F3	0.4669251294	Class C
RS3PM1A	Carbon	Putrescine, 0.3%	F4	0.2601661638	Class D
RS3PM1A	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2581573855	Class D
RS3PM1A	Carbon	L-Arabitol, 0.3%	F6	0.2605069602	Class D
RS3PM1A	Carbon	D-Glucosamine, 0.3%	F7	0.303654866	Class D
RS3PM1A	Carbon	L-Phenylalanine, 0.3%	F8	0.2667108994	Class D
RS3PM1A	Carbon	D-Glutamate, 0.2%	F9	0.2261866948	Class D
RS3PM1A	Carbon	D-Arabinose, 0.3%	F10	0.2597849424	Class D
RS3PM1A	Carbon	L-Tryptophan, 0.2%	F11	0.302617872	Class D
RS3PM1A	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3380209061	Class C
RS3PM1A	Nitrogen	Negative Control, 0%	G1	0.633515556	Class B
RS3PM1A	Nitrogen	Tyramine, 0.2%	G2	0.4092729626	Class C
RS3PM1A	Nitrogen	Uridine, 0.3%	G3	0.611338233	Class B
RS3PM1A	Nitrogen	Inosine, 0.3%	G4	0.5738212248	Class B
RS3PM1A	Nitrogen	Histamine, 0.3%	G5	0.624597061	Class B
RS3PM1A	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.5407588819	Class B
RS3PM1A	Nitrogen	Cytidine, 0.3%	G7	1.4724169127	Class A
RS3PM1A	Nitrogen	Adenosine, 0.2%	G8	1.3045643812	Class A
RS3PM1A	Nitrogen	L-Arginine, 0.2%	G9	0.7810313456	Class A
RS3PM1A	Nitrogen	Thiourea, 0.3%	G10	0.4616403604	Class C
RS3PM1A	Nitrogen	Biuret, 0.2%	G11	0.5241529778	Class B
RS3PM1A	Nitrogen	Guanidine, 0.3%	G12	0.490355164	Class C
RS3PM1A	Nitrogen	L-Histidine, 0.3%	H1	0.6117556499	Class B
RS3PM1A	Nitrogen	Thymine, 0.2%	H2	0.5658241139	Class B
RS3PM1A	Nitrogen	L-Glutathione, 0.2%	H3	0.897427703	Class A
RS3PM1A	Nitrogen	Allantoin, 0.2%	H4	0.5414930425	Class B
RS3PM1A	Nitrogen	Adenine, 0.2%	H5	0.8110853071	Class A
RS3PM1A	Nitrogen	Glycine, 0.3%	H6	0.6118950598	Class B
RS3PM1A	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.3504567435	Class C
RS3PM1A	Nitrogen	L-Proline, 0.2%	H8	0.9195717404	Class A
RS3PM1A	Nitrogen	D-Methionine, 0.2%	H9	0.474579486	Class C
RS3PM1A	Nitrogen	Cytosine, 0.2%	H10	1.0255267766	Class A
RS3PM1A	Nitrogen	D-Valine, 0.2%	H11	0.3703185886	Class C
RS3PM1A	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.9042624759	Class A
RS3PM1B	Carbon	Propionic Acid, 0.3%	A1	0.3719937287	Class C
RS3PM1B	Carbon	L-Glutamate, 0.3%	A2	0.4655272849	Class C
RS3PM1B	Carbon	D-Glucose, 0.3%	A3	1.1081347932	Class A
RS3PM1B	Carbon	Potasium Sorbate, 0.3%	A4	0.2741231809	Class D
RS3PM1B	Carbon	Lactulose, 0.3%	A5	0.2881361101	Class D
RS3PM1B	Carbon	Glycerol, 0.3%	A6	1.2142133538	Class A
RS3PM1B	Carbon	Myo-Inositol, 0.3%	A7	0.6234415859	Class B
RS3PM1B	Carbon	D-Serine, 0.3%	A8	0.8480911268	Class A
RS3PM1B	Carbon	D-Galactose, 0.3%	A9	0.9128340926	Class A
RS3PM1B	Carbon	Oxalate, 0.2%	A10	0.3003786013	Class D
RS3PM1B	Carbon	Malate, 0.3%	A11	0.4099115125	Class C
RS3PM1B	Carbon	L-Methionine, 0.2%	A12	0.2137266905	Class D
RS3PM1B	Carbon	Glycine, 0.3%	B1	0.2865142589	Class D
RS3PM1B	Carbon	Negative Control, 0%	B2	0.2686264399	Class D
RS3PM1B	Carbon	Quinic Acid, 0.3%	B3	0.2673338945	Class D
RS3PM1B	Carbon	Sodium Succinate, 0.3%	B4	0.7763487586	Class A
RS3PM1B	Carbon	Dulcitol, 0.3%	B5	1.0557789535	Class A
RS3PM1B	Carbon	Alpha-D-Glucose, 0.3%	B6	1.1386858746	Class A
RS3PM1B	Carbon	L-Xylose, 0.3%	B7	0.2609438703	Class D
RS3PM1B	Carbon	L-Aspartate, 0.2%	B8	0.5244737167	Class B
RS3PM1B	Carbon	D-Fructose, 0.3%	B9	1.1489949391	Class A
RS3PM1B	Carbon	L-Valine, 0.2%	B10	0.2380632594	Class D
RS3PM1B	Carbon	Sodium Pyruvate, 0.3%	B11	0.9630784298	Class A
RS3PM1B	Carbon	Lactate, 0.3%	B12	1.4601950429	Class A
RS3PM1B	Carbon	Citrate, 0.3%	C1	0.500525993	Class B
RS3PM1B	Carbon	D-Mannose, 0.3%	C2	1.2625507197	Class A
RS3PM1B	Carbon	L-Serine, 0.3%	C3	0.5948592814	Class B
RS3PM1B	Carbon	D-Salicin, 0.3%	C4	0.3088004965	Class D
RS3PM1B	Carbon	D-Cellubiose, 0.3%	C5	1.0490776971	Class A
RS3PM1B	Carbon	Adonitol, 0.3%	C6	0.3031772991	Class D
RS3PM1B	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1830634292	Class A
RS3PM1B	Carbon	L-Sorbose, 0.3%	C8	0.29520284	Class D
RS3PM1B	Carbon	D-Arabitol, 0.3%	C9	0.246001242	Class D
RS3PM1B	Carbon	L-Lysine, 0.3%	C10	0.224477123	Class D
RS3PM1B	Carbon	D-Trehalose, 0.3%	C11	1.1573420761	Class A
RS3PM1B	Carbon	Acetate, 0.3%	C12	0.657688956	Class B
RS3PM1B	Carbon	L-Alanine, 0.3%	D1	0.4655910729	Class C
RS3PM1B	Carbon	L-Arabinose, 0.3%	D2	0.9810124782	Class A
RS3PM1B	Carbon	L-Threonine, 0.3%	D3	0.2642007713	Class D
RS3PM1B	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2758513343	Class D
RS3PM1B	Carbon	D-Ribose, 0.3%	D5	0.9530743166	Class A
RS3PM1B	Carbon	Alpha-D-Melebiose, 0.3%	D6	1.0200828671	Class A
RS3PM1B	Carbon	D-Alanine, 0.3%	D7	0.592006907	Class B
RS3PM1B	Carbon	L-Fucose, 0.3%	D8	0.8679205822	Class A
RS3PM1B	Carbon	L-Asparagine, 0.2%	D9	0.7393961505	Class B
RS3PM1B	Carbon	L-Leucine, 0.3%	D10	0.2444817929	Class D
RS3PM1B	Carbon	D-Aspartate, 0.2%	D11	0.2302266089	Class D
RS3PM1B	Carbon	Inosine, 0.3%	D12	1.2367551905	Class A
RS3PM1B	Carbon	Thymidine, 0.3%	E1	0.5883763448	Class B
RS3PM1B	Carbon	Sucrose, 0.3%	E2	0.4355115435	Class C
RS3PM1B	Carbon	D-Xylose, 0.3%	E3	0.9770855018	Class A
RS3PM1B	Carbon	L-Cysteine, 0.3%	E4	0.2622609396	Class D
RS3PM1B	Carbon	Alpha-D-Lactose, 0.3%	E5	0.9624275412	Class A
RS3PM1B	Carbon	D-Raffinose, 0.3%	E6	0.3758117721	Class C
RS3PM1B	Carbon	D-Asparagine, 0.3%	E7	0.2525891011	Class D
RS3PM1B	Carbon	i-Erythritol, 0.3%	E8	0.2420199838	Class D
RS3PM1B	Carbon	D-Cysteine, 0.3%	E9	0.2422152028	Class D
RS3PM1B	Carbon	L-Isoleucine, 0.2%	E10	0.239996916	Class D
RS3PM1B	Carbon	L-Cysteate, 0.3%	E11	0.2330522287	Class D
RS3PM1B	Carbon	Adenosine, 0.2%	E12	0.9302311412	Class A
RS3PM1B	Carbon	Xylitol, 0.3%	F1	0.2557368369	Class D
RS3PM1B	Carbon	L-Glutamine, 0.3%	F2	0.6088119605	Class B
RS3PM1B	Carbon	L-Rhamnose, 0.3%	F3	1.0571100351	Class A
RS3PM1B	Carbon	Putrescine, 0.3%	F4	0.2826809925	Class D
RS3PM1B	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.3153400217	Class D
RS3PM1B	Carbon	L-Arabitol, 0.3%	F6	0.2753151251	Class D
RS3PM1B	Carbon	D-Glucosamine, 0.3%	F7	1.1082808536	Class A
RS3PM1B	Carbon	L-Phenylalanine, 0.3%	F8	0.2633581571	Class D
RS3PM1B	Carbon	D-Glutamate, 0.2%	F9	0.2576513731	Class D
RS3PM1B	Carbon	D-Arabinose, 0.3%	F10	0.9059527584	Class A
RS3PM1B	Carbon	L-Tryptophan, 0.2%	F11	0.3321110221	Class C
RS3PM1B	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3368831176	Class C
RS3PM1B	Nitrogen	Negative Control, 0%	G1	0.4890888812	Class C
RS3PM1B	Nitrogen	Tyramine, 0.2%	G2	0.4308097271	Class C
RS3PM1B	Nitrogen	Uridine, 0.3%	G3	0.5070607151	Class B
RS3PM1B	Nitrogen	Inosine, 0.3%	G4	0.4529783693	Class C
RS3PM1B	Nitrogen	Histamine, 0.3%	G5	0.4168463716	Class C
RS3PM1B	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.5029906647	Class B
RS3PM1B	Nitrogen	Cytidine, 0.3%	G7	1.220108132	Class A
RS3PM1B	Nitrogen	Adenosine, 0.2%	G8	0.9537842302	Class A
RS3PM1B	Nitrogen	L-Arginine, 0.2%	G9	0.6847358006	Class B
RS3PM1B	Nitrogen	Thiourea, 0.3%	G10	0.4042634304	Class C
RS3PM1B	Nitrogen	Biuret, 0.2%	G11	0.4620034184	Class C
RS3PM1B	Nitrogen	Guanidine, 0.3%	G12	0.3831076032	Class C
RS3PM1B	Nitrogen	L-Histidine, 0.3%	H1	0.543473699	Class B
RS3PM1B	Nitrogen	Thymine, 0.2%	H2	0.5526299916	Class B
RS3PM1B	Nitrogen	L-Glutathione, 0.2%	H3	0.8104786067	Class A
RS3PM1B	Nitrogen	Allantoin, 0.2%	H4	0.518758902	Class B
RS3PM1B	Nitrogen	Adenine, 0.2%	H5	0.813162552	Class A
RS3PM1B	Nitrogen	Glycine, 0.3%	H6	0.4756692545	Class C
RS3PM1B	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.3729957877	Class C
RS3PM1B	Nitrogen	L-Proline, 0.2%	H8	0.7361945409	Class B
RS3PM1B	Nitrogen	D-Methionine, 0.2%	H9	0.4676774795	Class C
RS3PM1B	Nitrogen	Cytosine, 0.2%	H10	0.4795385057	Class C
RS3PM1B	Nitrogen	D-Valine, 0.2%	H11	0.4090060596	Class C
RS3PM1B	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.8285439626	Class A
RS3PM1C	Carbon	Propionic Acid, 0.3%	A1	0.3315996961	Class C
RS3PM1C	Carbon	L-Glutamate, 0.3%	A2	0.4349535869	Class C
RS3PM1C	Carbon	D-Glucose, 0.3%	A3	1.0921314856	Class A
RS3PM1C	Carbon	Potasium Sorbate, 0.3%	A4	0.2543187653	Class D
RS3PM1C	Carbon	Lactulose, 0.3%	A5	0.352242237	Class C
RS3PM1C	Carbon	Glycerol, 0.3%	A6	1.2091688728	Class A
RS3PM1C	Carbon	Myo-Inositol, 0.3%	A7	0.6059453458	Class B
RS3PM1C	Carbon	D-Serine, 0.3%	A8	0.8781217864	Class A
RS3PM1C	Carbon	D-Galactose, 0.3%	A9	0.9595939404	Class A
RS3PM1C	Carbon	Oxalate, 0.2%	A10	0.2888787972	Class D
RS3PM1C	Carbon	Malate, 0.3%	A11	0.3350260679	Class C
RS3PM1C	Carbon	L-Methionine, 0.2%	A12	0.2125142692	Class D
RS3PM1C	Carbon	Glycine, 0.3%	B1	0.273181622	Class D
RS3PM1C	Carbon	Negative Control, 0%	B2	0.2667884511	Class D
RS3PM1C	Carbon	Quinic Acid, 0.3%	B3	0.2514100995	Class D
RS3PM1C	Carbon	Sodium Succinate, 0.3%	B4	0.7705701004	Class A
RS3PM1C	Carbon	Dulcitol, 0.3%	B5	1.0344380621	Class A
RS3PM1C	Carbon	Alpha-D-Glucose, 0.3%	B6	1.1070832467	Class A
RS3PM1C	Carbon	L-Xylose, 0.3%	B7	0.2663504341	Class D
RS3PM1C	Carbon	L-Aspartate, 0.2%	B8	0.561011185	Class B
RS3PM1C	Carbon	D-Fructose, 0.3%	B9	1.092209724	Class A
RS3PM1C	Carbon	L-Valine, 0.2%	B10	0.2437455199	Class D
RS3PM1C	Carbon	Sodium Pyruvate, 0.3%	B11	0.9298004052	Class A
RS3PM1C	Carbon	Lactate, 0.3%	B12	1.397997513	Class A
RS3PM1C	Carbon	Citrate, 0.3%	C1	0.6613251527	Class B
RS3PM1C	Carbon	D-Mannose, 0.3%	C2	1.2412939429	Class A
RS3PM1C	Carbon	L-Serine, 0.3%	C3	0.5816453833	Class B
RS3PM1C	Carbon	D-Salicin, 0.3%	C4	0.3353050968	Class C
RS3PM1C	Carbon	D-Cellubiose, 0.3%	C5	1.0109751882	Class A
RS3PM1C	Carbon	Adonitol, 0.3%	C6	0.3100545092	Class D
RS3PM1C	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1201904882	Class A
RS3PM1C	Carbon	L-Sorbose, 0.3%	C8	0.2920081696	Class D
RS3PM1C	Carbon	D-Arabitol, 0.3%	C9	0.2681060311	Class D
RS3PM1C	Carbon	L-Lysine, 0.3%	C10	0.2635544195	Class D
RS3PM1C	Carbon	D-Trehalose, 0.3%	C11	1.1399476145	Class A
RS3PM1C	Carbon	Acetate, 0.3%	C12	0.6306913596	Class B
RS3PM1C	Carbon	L-Alanine, 0.3%	D1	0.3653829183	Class C
RS3PM1C	Carbon	L-Arabinose, 0.3%	D2	0.9763541087	Class A
RS3PM1C	Carbon	L-Threonine, 0.3%	D3	0.2959975343	Class D
RS3PM1C	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2654434008	Class D
RS3PM1C	Carbon	D-Ribose, 0.3%	D5	0.9526044683	Class A
RS3PM1C	Carbon	Alpha-D-Melebiose, 0.3%	D6	1.0183100902	Class A
RS3PM1C	Carbon	D-Alanine, 0.3%	D7	0.5573033695	Class B
RS3PM1C	Carbon	L-Fucose, 0.3%	D8	0.8425483603	Class A
RS3PM1C	Carbon	L-Asparagine, 0.2%	D9	0.6808863469	Class B
RS3PM1C	Carbon	L-Leucine, 0.3%	D10	0.2639496103	Class D
RS3PM1C	Carbon	D-Aspartate, 0.2%	D11	0.2553826314	Class D
RS3PM1C	Carbon	Inosine, 0.3%	D12	1.2032879927	Class A
RS3PM1C	Carbon	Thymidine, 0.3%	E1	0.483552575	Class C
RS3PM1C	Carbon	Sucrose, 0.3%	E2	0.3850894365	Class C
RS3PM1C	Carbon	D-Xylose, 0.3%	E3	0.9618364314	Class A
RS3PM1C	Carbon	L-Cysteine, 0.3%	E4	0.2773379515	Class D
RS3PM1C	Carbon	Alpha-D-Lactose, 0.3%	E5	0.9712617796	Class A
RS3PM1C	Carbon	D-Raffinose, 0.3%	E6	0.3743152731	Class C
RS3PM1C	Carbon	D-Asparagine, 0.3%	E7	0.2716978827	Class D
RS3PM1C	Carbon	i-Erythritol, 0.3%	E8	0.2590152813	Class D
RS3PM1C	Carbon	D-Cysteine, 0.3%	E9	0.2539412371	Class D
RS3PM1C	Carbon	L-Isoleucine, 0.2%	E10	0.2775766218	Class D
RS3PM1C	Carbon	L-Cysteate, 0.3%	E11	0.2431602521	Class D
RS3PM1C	Carbon	Adenosine, 0.2%	E12	0.9465894536	Class A
RS3PM1C	Carbon	Xylitol, 0.3%	F1	0.2674864338	Class D
RS3PM1C	Carbon	L-Glutamine, 0.3%	F2	0.5908647325	Class B
RS3PM1C	Carbon	L-Rhamnose, 0.3%	F3	1.0524309324	Class A
RS3PM1C	Carbon	Putrescine, 0.3%	F4	0.3015091157	Class D
RS3PM1C	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.3188752189	Class D
RS3PM1C	Carbon	L-Arabitol, 0.3%	F6	0.2957143805	Class D
RS3PM1C	Carbon	D-Glucosamine, 0.3%	F7	1.1412895621	Class A
RS3PM1C	Carbon	L-Phenylalanine, 0.3%	F8	0.2971792822	Class D
RS3PM1C	Carbon	D-Glutamate, 0.2%	F9	0.2551249861	Class D
RS3PM1C	Carbon	D-Arabinose, 0.3%	F10	0.9000535001	Class A
RS3PM1C	Carbon	L-Tryptophan, 0.2%	F11	0.3449833518	Class C
RS3PM1C	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3484603088	Class C
RS3PM1C	Nitrogen	Negative Control, 0%	G1	0.4914689962	Class C
RS3PM1C	Nitrogen	Tyramine, 0.2%	G2	0.4034655283	Class C
RS3PM1C	Nitrogen	Uridine, 0.3%	G3	0.4995974708	Class C
RS3PM1C	Nitrogen	Inosine, 0.3%	G4	0.4495091833	Class C
RS3PM1C	Nitrogen	Histamine, 0.3%	G5	0.4127413171	Class C
RS3PM1C	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.5175894919	Class B
RS3PM1C	Nitrogen	Cytidine, 0.3%	G7	1.2538436726	Class A
RS3PM1C	Nitrogen	Adenosine, 0.2%	G8	1.0208830449	Class A
RS3PM1C	Nitrogen	L-Arginine, 0.2%	G9	0.6627129439	Class B
RS3PM1C	Nitrogen	Thiourea, 0.3%	G10	0.4045561944	Class C
RS3PM1C	Nitrogen	Biuret, 0.2%	G11	0.4816797343	Class C
RS3PM1C	Nitrogen	Guanidine, 0.3%	G12	0.3963358305	Class C
RS3PM1C	Nitrogen	L-Histidine, 0.3%	H1	0.4686284044	Class C
RS3PM1C	Nitrogen	Thymine, 0.2%	H2	0.5439927678	Class B
RS3PM1C	Nitrogen	L-Glutathione, 0.2%	H3	0.7991867921	Class A
RS3PM1C	Nitrogen	Allantoin, 0.2%	H4	0.5448990333	Class B
RS3PM1C	Nitrogen	Adenine, 0.2%	H5	0.7850678162	Class A
RS3PM1C	Nitrogen	Glycine, 0.3%	H6	0.4733110912	Class C
RS3PM1C	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.3566902048	Class C
RS3PM1C	Nitrogen	L-Proline, 0.2%	H8	0.7162794446	Class B
RS3PM1C	Nitrogen	D-Methionine, 0.2%	H9	0.4673165469	Class C
RS3PM1C	Nitrogen	Cytosine, 0.2%	H10	0.5224373781	Class B
RS3PM1C	Nitrogen	D-Valine, 0.2%	H11	0.406600091	Class C
RS3PM1C	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.9352238863	Class A
RS4PM1	Carbon	Propionic Acid, 0.3%	A1	0.2261154972	Class D
RS4PM1	Carbon	L-Glutamate, 0.3%	A2	0.2580127252	Class D
RS4PM1	Carbon	D-Glucose, 0.3%	A3	0.2548991686	Class D
RS4PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.6195359315	Class B
RS4PM1	Carbon	Lactulose, 0.3%	A5	0.2430454222	Class D
RS4PM1	Carbon	Glycerol, 0.3%	A6	0.2550831502	Class D
RS4PM1	Carbon	Myo-Inositol, 0.3%	A7	0.2457999717	Class D
RS4PM1	Carbon	D-Serine, 0.3%	A8	0.2442209324	Class D
RS4PM1	Carbon	D-Galactose, 0.3%	A9	0.2415444618	Class D
RS4PM1	Carbon	Oxalate, 0.2%	A10	0.1918988532	Class D
RS4PM1	Carbon	Malate, 0.3%	A11	0.2068974719	Class D
RS4PM1	Carbon	L-Methionine, 0.2%	A12	0.1955558134	Class D
RS4PM1	Carbon	Glycine, 0.3%	B1	0.2679065538	Class D
RS4PM1	Carbon	Negative Control, 0%	B2	0.2633154103	Class D
RS4PM1	Carbon	Quinic Acid, 0.3%	B3	0.236099959	Class D
RS4PM1	Carbon	Sodium Succinate, 0.3%	B4	0.2518273559	Class D
RS4PM1	Carbon	Dulcitol, 0.3%	B5	0.2507572175	Class D
RS4PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.2606452372	Class D
RS4PM1	Carbon	L-Xylose, 0.3%	B7	0.2491776907	Class D
RS4PM1	Carbon	L-Aspartate, 0.2%	B8	0.2370886628	Class D
RS4PM1	Carbon	D-Fructose, 0.3%	B9	0.2545290767	Class D
RS4PM1	Carbon	L-Valine, 0.2%	B10	0.2306269033	Class D
RS4PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.2315625177	Class D
RS4PM1	Carbon	Lactate, 0.3%	B12	0.2579201452	Class D
RS4PM1	Carbon	Citrate, 0.3%	C1	0.2227605977	Class D
RS4PM1	Carbon	D-Mannose, 0.3%	C2	0.2641854869	Class D
RS4PM1	Carbon	L-Serine, 0.3%	C3	0.2382841902	Class D
RS4PM1	Carbon	D-Salicin, 0.3%	C4	0.2552143322	Class D
RS4PM1	Carbon	D-Cellubiose, 0.3%	C5	0.2597840667	Class D
RS4PM1	Carbon	Adonitol, 0.3%	C6	0.2092346434	Class D
RS4PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.0343935453	Class A
RS4PM1	Carbon	L-Sorbose, 0.3%	C8	0.2542371101	Class D
RS4PM1	Carbon	D-Arabitol, 0.3%	C9	0.23612704	Class D
RS4PM1	Carbon	L-Lysine, 0.3%	C10	0.2405295847	Class D
RS4PM1	Carbon	D-Trehalose, 0.3%	C11	0.2256450405	Class D
RS4PM1	Carbon	Acetate, 0.3%	C12	0.2014529183	Class D
RS4PM1	Carbon	L-Alanine, 0.3%	D1	0.2614446627	Class D
RS4PM1	Carbon	L-Arabinose, 0.3%	D2	0.2551173501	Class D
RS4PM1	Carbon	L-Threonine, 0.3%	D3	0.2543041344	Class D
RS4PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2272976271	Class D
RS4PM1	Carbon	D-Ribose, 0.3%	D5	0.2612345865	Class D
RS4PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.2563503558	Class D
RS4PM1	Carbon	D-Alanine, 0.3%	D7	0.2506572907	Class D
RS4PM1	Carbon	L-Fucose, 0.3%	D8	0.2438812302	Class D
RS4PM1	Carbon	L-Asparagine, 0.2%	D9	0.2526927839	Class D
RS4PM1	Carbon	L-Leucine, 0.3%	D10	0.2512407131	Class D
RS4PM1	Carbon	D-Aspartate, 0.2%	D11	0.2388622504	Class D
RS4PM1	Carbon	Inosine, 0.3%	D12	0.2413501053	Class D
RS4PM1	Carbon	Thymidine, 0.3%	E1	0.267807623	Class D
RS4PM1	Carbon	Sucrose, 0.3%	E2	0.2582952115	Class D
RS4PM1	Carbon	D-Xylose, 0.3%	E3	0.2619856195	Class D
RS4PM1	Carbon	L-Cysteine, 0.3%	E4	0.2515904866	Class D
RS4PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.2381235828	Class D
RS4PM1	Carbon	D-Raffinose, 0.3%	E6	0.241777394	Class D
RS4PM1	Carbon	D-Asparagine, 0.3%	E7	0.2531617208	Class D
RS4PM1	Carbon	i-Erythritol, 0.3%	E8	0.2465367353	Class D
RS4PM1	Carbon	D-Cysteine, 0.3%	E9	0.2381556539	Class D
RS4PM1	Carbon	L-Isoleucine, 0.2%	E10	0.249496449	Class D
RS4PM1	Carbon	L-Cysteate, 0.3%	E11	0.2353290232	Class D
RS4PM1	Carbon	Adenosine, 0.2%	E12	0.6766575731	Class B
RS4PM1	Carbon	Xylitol, 0.3%	F1	0.2905476885	Class D
RS4PM1	Carbon	L-Glutamine, 0.3%	F2	0.2712198104	Class D
RS4PM1	Carbon	L-Rhamnose, 0.3%	F3	0.2624469912	Class D
RS4PM1	Carbon	Putrescine, 0.3%	F4	0.2404579045	Class D
RS4PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2528562809	Class D
RS4PM1	Carbon	L-Arabitol, 0.3%	F6	0.2590837858	Class D
RS4PM1	Carbon	D-Glucosamine, 0.3%	F7	0.2507226942	Class D
RS4PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.2479616932	Class D
RS4PM1	Carbon	D-Glutamate, 0.2%	F9	0.2359542391	Class D
RS4PM1	Carbon	D-Arabinose, 0.3%	F10	0.2587590533	Class D
RS4PM1	Carbon	L-Tryptophan, 0.2%	F11	0.2815187899	Class D
RS4PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.2342945538	Class D
RS4PM1	Nitrogen	Negative Control, 0%	G1	0.3480274259	Class C
RS4PM1	Nitrogen	Tyramine, 0.2%	G2	0.2662207419	Class D
RS4PM1	Nitrogen	Uridine, 0.3%	G3	0.3974630634	Class C
RS4PM1	Nitrogen	Inosine, 0.3%	G4	0.3253004845	Class C
RS4PM1	Nitrogen	Histamine, 0.3%	G5	0.3313193743	Class C
RS4PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.4447037687	Class C
RS4PM1	Nitrogen	Cytidine, 0.3%	G7	0.9743955004	Class A
RS4PM1	Nitrogen	Adenosine, 0.2%	G8	0.9450168326	Class A
RS4PM1	Nitrogen	L-Arginine, 0.2%	G9	0.5413662273	Class B
RS4PM1	Nitrogen	Thiourea, 0.3%	G10	0.364777774	Class C
RS4PM1	Nitrogen	Biuret, 0.2%	G11	0.3819083294	Class C
RS4PM1	Nitrogen	Guanidine, 0.3%	G12	0.225238228	Class D
RS4PM1	Nitrogen	L-Histidine, 0.3%	H1	0.2791358538	Class D
RS4PM1	Nitrogen	Thymine, 0.2%	H2	0.348869322	Class C
RS4PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.6747468382	Class B
RS4PM1	Nitrogen	Allantoin, 0.2%	H4	0.3363549707	Class C
RS4PM1	Nitrogen	Adenine, 0.2%	H5	0.4134547223	Class C
RS4PM1	Nitrogen	Glycine, 0.3%	H6	0.3209437188	Class C
RS4PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2272610324	Class D
RS4PM1	Nitrogen	L-Proline, 0.2%	H8	0.5420967982	Class B
RS4PM1	Nitrogen	D-Methionine, 0.2%	H9	0.2646027755	Class D
RS4PM1	Nitrogen	Cytosine, 0.2%	H10	0.452915189	Class C
RS4PM1	Nitrogen	D-Valine, 0.2%	H11	0.3392574234	Class C
RS4PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.8067721523	Class A
RS5PM1	Carbon	Propionic Acid, 0.3%	A1	0.2724303369	Class D
RS5PM1	Carbon	L-Glutamate, 0.3%	A2	0.2831737153	Class D
RS5PM1	Carbon	D-Glucose, 0.3%	A3	0.717735903	Class B
RS5PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.2784589776	Class D
RS5PM1	Carbon	Lactulose, 0.3%	A5	0.2733333431	Class D
RS5PM1	Carbon	Glycerol, 0.3%	A6	0.7203491751	Class B
RS5PM1	Carbon	Myo-Inositol, 0.3%	A7	0.3293265033	Class C
RS5PM1	Carbon	D-Serine, 0.3%	A8	0.4030153145	Class C
RS5PM1	Carbon	D-Galactose, 0.3%	A9	0.7703809411	Class A
RS5PM1	Carbon	Oxalate, 0.2%	A10	0.2041224165	Class D
RS5PM1	Carbon	Malate, 0.3%	A11	0.2190539042	Class D
RS5PM1	Carbon	L-Methionine, 0.2%	A12	0.2451451825	Class D
RS5PM1	Carbon	Glycine, 0.3%	B1	0.2832553674	Class D
RS5PM1	Carbon	Negative Control, 0%	B2	0.2929098094	Class D
RS5PM1	Carbon	Quinic Acid, 0.3%	B3	0.2825349719	Class D
RS5PM1	Carbon	Sodium Succinate, 0.3%	B4	0.6148629458	Class B
